Date,Time,Temp,Humidity,Heat
2024-01-30,00:30:00,22.72,63.29,72.9
2024-01-30,01:00:00,22.94,77.59,73.29
2024-01-30,01:30:00,24.27,46.81,75.69
2024-01-30,02:00:00,26.14,43.53,79.05
2024-01-30,02:30:00,25.91,74.34,78.64
2024-01-30,03:00:00,27.46,42.28,81.43
2024-01-30,03:30:00,22.19,66.89,71.94
2024-01-30,04:00:00,27.45,48.8,81.41
2024-01-30,04:30:00,23.5,78.47,74.3
2024-01-30,05:00:00,27.2,56.07,80.96
2024-01-30,05:30:00,27.1,67.41,80.78
2024-01-30,06:00:00,26.84,73.3,80.31
2024-01-30,06:30:00,23.62,66.5,74.52
2024-01-30,07:00:00,24.09,49.78,75.36
2024-01-30,07:30:00,27.9,69.71,82.22
2024-01-30,08:00:00,22.67,75.23,72.81
2024-01-30,08:30:00,23.02,59.01,73.44
2024-01-30,09:00:00,24.3,55.32,75.74
2024-01-30,09:30:00,25.99,59.3,78.78
2024-01-30,10:00:00,23.49,79.23,74.28
2024-01-30,10:30:00,23.5,44.96,74.3
2024-01-30,11:00:00,23.12,59.24,73.62
2024-01-30,11:30:00,27.6,57.92,81.68
2024-01-30,12:00:00,26.04,49.36,78.87
2024-01-30,12:30:00,27.1,55.93,80.78
2024-01-30,13:00:00,26.99,70.42,80.58
2024-01-30,13:30:00,27.52,68.54,81.54
2024-01-30,14:00:00,25.43,73.43,77.77
2024-01-30,14:30:00,26.96,45.77,80.53
2024-01-30,15:00:00,22.03,74.08,71.65
2024-01-30,15:30:00,24.69,55.18,76.44
2024-01-30,16:00:00,27.09,65.44,80.76
2024-01-30,16:30:00,26.77,48.64,80.19
2024-01-30,17:00:00,26.07,57.04,78.93
2024-01-30,17:30:00,23.99,74.61,75.18
2024-01-30,18:00:00,27.44,74.04,81.39
2024-01-30,18:30:00,23.47,52.88,74.25
2024-01-30,19:00:00,27.47,66.63,81.45
2024-01-30,19:30:00,26.42,65.03,79.56
2024-01-30,20:00:00,23.73,58.23,74.71
2024-01-30,20:30:00,23.39,43.67,74.1
2024-01-30,21:00:00,24.16,72.61,75.49
2024-01-30,21:30:00,23.37,77.62,74.07
2024-01-30,22:00:00,25.59,67.2,78.06
2024-01-30,22:30:00,24.22,44.03,75.6
2024-01-30,23:00:00,26.82,49.37,80.28
2024-01-30,23:30:00,22.37,47.39,72.27
2024-01-31,00:00:00,25.72,55.36,78.3
2024-01-31,00:30:00,24.15,74.1,75.47
2024-01-31,01:00:00,24.1,48.42,75.38
2024-01-31,01:30:00,26.16,60.5,79.09
2024-01-31,02:00:00,26.6,66.02,79.88
2024-01-31,02:30:00,22.32,47.54,72.18
2024-01-31,03:00:00,26.38,62.64,79.48
2024-01-31,03:30:00,24.45,66.96,76.01
2024-01-31,04:00:00,24.93,67.2,76.87
2024-01-31,04:30:00,23.25,74.01,73.85
2024-01-31,05:00:00,23.65,58.54,74.57
2024-01-31,05:30:00,24.35,59.63,75.83
2024-01-31,06:00:00,23.04,53.23,73.47
2024-01-31,06:30:00,23.78,69.23,74.8
2024-01-31,07:00:00,25.1,66.54,77.18
2024-01-31,07:30:00,25.05,69.62,77.09
2024-01-31,08:00:00,24.3,48.08,75.74
2024-01-31,08:30:00,24.28,55.54,75.7
2024-01-31,09:00:00,24.96,67.93,76.93
2024-01-31,09:30:00,24.68,61.73,76.42
2024-01-31,10:00:00,26.75,49.16,80.15
2024-01-31,10:30:00,27.81,70.75,82.06
2024-01-31,11:00:00,22.12,55.66,71.82
2024-01-31,11:30:00,23.96,49.08,75.13
2024-01-31,12:00:00,27.05,68.26,80.69
2024-01-31,12:30:00,25.41,78.53,77.74
2024-01-31,13:00:00,23.08,41.96,73.54
2024-01-31,13:30:00,23.75,49.64,74.75
2024-01-31,14:00:00,24.99,77.82,76.98
2024-01-31,14:30:00,24.01,61.78,75.22
2024-01-31,15:00:00,26.02,70.55,78.84
2024-01-31,15:30:00,27.64,66.39,81.75
2024-01-31,16:00:00,26.01,74.81,78.82
2024-01-31,16:30:00,25.57,57.02,78.03
2024-01-31,17:00:00,27.67,65.67,81.81
2024-01-31,17:30:00,27.92,70.21,82.26
2024-01-31,18:00:00,23.57,58.15,74.43
2024-01-31,18:30:00,24.14,48.09,75.45
2024-01-31,19:00:00,27.59,49.98,81.66
2024-01-31,19:30:00,23.62,59.37,74.52
2024-01-31,20:00:00,22.96,79.8,73.33
2024-01-31,20:30:00,26.59,77.44,79.86
2024-01-31,21:00:00,22.03,67.97,71.65
2024-01-31,21:30:00,22.37,59.08,72.27
2024-01-31,22:00:00,25.22,59.21,77.4
2024-01-31,22:30:00,26.76,77.24,80.17
2024-01-31,23:00:00,22.93,74.15,73.27
2024-01-31,23:30:00,25.88,61.45,78.58
2024-02-01,00:00:00,25.64,41.95,78.15
2024-02-01,00:30:00,22.5,50.95,72.5
2024-02-01,01:00:00,22.87,68.8,73.17
2024-02-01,01:30:00,23.0,71.38,73.4
2024-02-01,02:00:00,22.39,65.43,72.3
2024-02-01,02:30:00,25.14,50.53,77.25
2024-02-01,03:00:00,25.13,76.47,77.23
2024-02-01,03:30:00,26.16,70.72,79.09
2024-02-01,04:00:00,27.04,66.12,80.67
2024-02-01,04:30:00,26.79,57.04,80.22
2024-02-01,05:00:00,22.99,64.33,73.38
2024-02-01,05:30:00,26.35,45.72,79.43
2024-02-01,06:00:00,27.71,55.53,81.88
2024-02-01,06:30:00,22.95,46.63,73.31
2024-02-01,07:00:00,27.71,46.91,81.88
2024-02-01,07:30:00,26.24,57.93,79.23
2024-02-01,08:00:00,25.62,48.46,78.12
2024-02-01,08:30:00,27.79,58.31,82.02
2024-02-01,09:00:00,25.53,69.04,77.95
2024-02-01,09:30:00,27.17,53.71,80.91
2024-02-01,10:00:00,23.26,44.96,73.87
2024-02-01,10:30:00,24.31,70.26,75.76
2024-02-01,11:00:00,22.61,46.68,72.7
2024-02-01,11:30:00,23.69,44.81,74.64
2024-02-01,12:00:00,22.91,50.23,73.24
2024-02-01,12:30:00,25.26,72.85,77.47
2024-02-01,13:00:00,27.57,63.19,81.63
2024-02-01,13:30:00,27.66,67.14,81.79
2024-02-01,14:00:00,27.45,78.51,81.41
2024-02-01,14:30:00,27.1,79.17,80.78
2024-02-01,15:00:00,25.14,45.1,77.25
2024-02-01,15:30:00,24.52,64.98,76.14
2024-02-01,16:00:00,22.8,45.77,73.04
2024-02-01,16:30:00,22.92,48.54,73.26
2024-02-01,17:00:00,23.59,71.82,74.46
2024-02-01,17:30:00,23.41,57.97,74.14
2024-02-01,18:00:00,25.22,64.72,77.4
2024-02-01,18:30:00,27.39,50.89,81.3
2024-02-01,19:00:00,24.31,68.59,75.76
2024-02-01,19:30:00,26.16,77.96,79.09
2024-02-01,20:00:00,27.66,59.24,81.79
2024-02-01,20:30:00,27.03,62.79,80.65
2024-02-01,21:00:00,27.37,43.54,81.27
2024-02-01,21:30:00,25.05,74.23,77.09
2024-02-01,22:00:00,23.14,47.87,73.65
2024-02-01,22:30:00,25.7,67.25,78.26
2024-02-01,23:00:00,22.1,74.3,71.78
2024-02-01,23:30:00,27.71,65.23,81.88
2024-02-02,00:00:00,23.59,77.88,74.46
2024-02-02,00:30:00,26.28,49.46,79.3
2024-02-02,01:00:00,23.46,63.94,74.23
2024-02-02,01:30:00,27.11,74.74,80.8
2024-02-02,02:00:00,22.99,57.93,73.38
2024-02-02,02:30:00,22.54,68.08,72.57
2024-02-02,03:00:00,23.03,61.92,73.45
2024-02-02,03:30:00,24.48,65.49,76.06
2024-02-02,04:00:00,26.6,60.53,79.88
2024-02-02,04:30:00,23.92,77.92,75.06
2024-02-02,05:00:00,26.77,45.59,80.19
2024-02-02,05:30:00,24.31,42.72,75.76
2024-02-02,06:00:00,26.46,46.46,79.63
2024-02-02,06:30:00,24.54,53.88,76.17
2024-02-02,07:00:00,24.86,79.83,76.75
2024-02-02,07:30:00,22.22,59.92,72.0
2024-02-02,08:00:00,26.2,70.31,79.16
2024-02-02,08:30:00,22.41,57.68,72.34
2024-02-02,09:00:00,25.6,49.63,78.08
2024-02-02,09:30:00,23.86,49.67,74.95
2024-02-02,10:00:00,26.43,48.86,79.57
2024-02-02,10:30:00,27.8,52.38,82.04
2024-02-02,11:00:00,27.57,69.0,81.63
2024-02-02,11:30:00,23.92,59.4,75.06
2024-02-02,12:00:00,22.67,48.94,72.81
2024-02-02,12:30:00,27.54,53.85,81.57
2024-02-02,13:00:00,27.67,74.73,81.81
2024-02-02,13:30:00,24.61,61.26,76.3
2024-02-02,14:00:00,25.03,43.07,77.05
2024-02-02,14:30:00,27.59,71.14,81.66
2024-02-02,15:00:00,22.28,71.83,72.1
2024-02-02,15:30:00,24.37,46.98,75.87
2024-02-02,16:00:00,23.84,79.62,74.91
2024-02-02,16:30:00,24.85,61.08,76.73
2024-02-02,17:00:00,22.7,40.32,72.86
2024-02-02,17:30:00,24.16,41.3,75.49
2024-02-02,18:00:00,25.27,56.75,77.49
2024-02-02,18:30:00,26.24,46.16,79.23
2024-02-02,19:00:00,23.38,48.22,74.08
2024-02-02,19:30:00,24.72,75.46,76.5
2024-02-02,20:00:00,25.93,58.81,78.67
2024-02-02,20:30:00,24.42,56.05,75.96
2024-02-02,21:00:00,23.27,43.37,73.89
2024-02-02,21:30:00,27.31,65.03,81.16
2024-02-02,22:00:00,27.75,68.38,81.95
2024-02-02,22:30:00,25.54,70.38,77.97
2024-02-02,23:00:00,27.74,42.34,81.93
2024-02-02,23:30:00,27.55,40.71,81.59
2024-02-03,00:00:00,26.72,75.45,80.1
2024-02-03,00:30:00,22.55,48.14,72.59
2024-02-03,01:00:00,22.69,64.54,72.84
2024-02-03,01:30:00,25.2,70.2,77.36
2024-02-03,02:00:00,26.02,64.54,78.84
2024-02-03,02:30:00,25.47,51.95,77.85
2024-02-03,03:00:00,24.6,54.82,76.28
2024-02-03,03:30:00,24.81,76.4,76.66
2024-02-03,04:00:00,22.67,66.19,72.81
2024-02-03,04:30:00,22.92,40.07,73.26
2024-02-03,05:00:00,22.25,55.64,72.05
2024-02-03,05:30:00,24.3,53.89,75.74
2024-02-03,06:00:00,27.65,78.96,81.77
2024-02-03,06:30:00,25.85,77.59,78.53
2024-02-03,07:00:00,24.93,51.95,76.87
2024-02-03,07:30:00,26.01,77.81,78.82
2024-02-03,08:00:00,24.24,56.05,75.63
2024-02-03,08:30:00,24.09,42.73,75.36
2024-02-03,09:00:00,26.46,74.23,79.63
2024-02-03,09:30:00,22.63,68.13,72.73
2024-02-03,10:00:00,27.64,53.87,81.75
2024-02-03,10:30:00,24.69,78.67,76.44
2024-02-03,11:00:00,27.54,58.91,81.57
2024-02-03,11:30:00,26.42,61.16,79.56
2024-02-03,12:00:00,23.88,68.41,74.98
2024-02-03,12:30:00,22.88,78.5,73.18
2024-02-03,13:00:00,26.81,40.38,80.26
2024-02-03,13:30:00,22.28,62.38,72.1
2024-02-03,14:00:00,22.87,62.19,73.17
2024-02-03,14:30:00,27.09,43.07,80.76
2024-02-03,15:00:00,25.51,72.66,77.92
2024-02-03,15:30:00,25.46,70.38,77.83
2024-02-03,16:00:00,26.09,50.5,78.96
2024-02-03,16:30:00,23.78,46.94,74.8
2024-02-03,17:00:00,22.44,49.82,72.39
2024-02-03,17:30:00,23.9,71.99,75.02
2024-02-03,18:00:00,25.58,41.17,78.04
2024-02-03,18:30:00,27.84,52.51,82.11
2024-02-03,19:00:00,27.04,79.04,80.67
2024-02-03,19:30:00,26.93,44.06,80.47
2024-02-03,20:00:00,23.58,67.17,74.44
2024-02-03,20:30:00,25.09,77.29,77.16
2024-02-03,21:00:00,27.11,78.67,80.8
2024-02-03,21:30:00,26.03,71.56,78.85
2024-02-03,22:00:00,24.96,57.93,76.93
2024-02-03,22:30:00,25.34,70.97,77.61
2024-02-03,23:00:00,24.62,75.07,76.32
2024-02-03,23:30:00,27.3,72.02,81.14
2024-02-04,00:00:00,26.25,77.79,79.25
2024-02-04,00:30:00,27.28,66.85,81.1
2024-02-04,01:00:00,26.56,78.53,79.81
2024-02-04,01:30:00,26.43,75.25,79.57
2024-02-04,02:00:00,26.32,43.56,79.38
2024-02-04,02:30:00,22.54,72.12,72.57
2024-02-04,03:00:00,22.07,79.44,71.73
2024-02-04,03:30:00,22.57,65.21,72.63
2024-02-04,04:00:00,26.18,58.57,79.12
2024-02-04,04:30:00,26.61,56.51,79.9
2024-02-04,05:00:00,27.32,68.93,81.18
2024-02-04,05:30:00,24.17,51.37,75.51
2024-02-04,06:00:00,25.92,53.15,78.66
2024-02-04,06:30:00,22.64,48.11,72.75
2024-02-04,07:00:00,24.19,65.09,75.54
2024-02-04,07:30:00,24.57,43.27,76.23
2024-02-04,08:00:00,27.71,62.56,81.88
2024-02-04,08:30:00,27.05,68.33,80.69
2024-02-04,09:00:00,24.33,48.16,75.79
2024-02-04,09:30:00,26.7,64.72,80.06
2024-02-04,10:00:00,22.66,69.29,72.79
2024-02-04,10:30:00,23.97,43.51,75.15
2024-02-04,11:00:00,24.45,79.54,76.01
2024-02-04,11:30:00,25.31,64.98,77.56
2024-02-04,12:00:00,25.32,64.54,77.58
2024-02-04,12:30:00,27.53,62.33,81.55
2024-02-04,13:00:00,27.12,61.23,80.82
2024-02-04,13:30:00,22.43,44.71,72.37
2024-02-04,14:00:00,27.89,61.91,82.2
2024-02-04,14:30:00,26.56,78.26,79.81
2024-02-04,15:00:00,26.87,75.78,80.37
2024-02-04,15:30:00,23.52,69.65,74.34
2024-02-04,16:00:00,23.12,69.74,73.62
2024-02-04,16:30:00,22.38,70.24,72.28
2024-02-04,17:00:00,23.43,61.43,74.17
2024-02-04,17:30:00,23.47,65.61,74.25
2024-02-04,18:00:00,26.74,74.73,80.13
2024-02-04,18:30:00,24.47,41.12,76.05
2024-02-04,19:00:00,22.5,61.03,72.5
2024-02-04,19:30:00,22.35,57.23,72.23
2024-02-04,20:00:00,22.41,53.82,72.34
2024-02-04,20:30:00,24.29,60.06,75.72
2024-02-04,21:00:00,27.95,65.32,82.31
2024-02-04,21:30:00,25.31,68.08,77.56
2024-02-04,22:00:00,23.65,44.6,74.57
2024-02-04,22:30:00,25.27,46.32,77.49
2024-02-04,23:00:00,23.37,44.65,74.07
2024-02-04,23:30:00,24.0,42.29,75.2
2024-02-05,00:00:00,27.02,41.13,80.64
2024-02-05,00:30:00,25.02,63.11,77.04
2024-02-05,01:00:00,27.94,70.5,82.29
2024-02-05,01:30:00,23.03,52.7,73.45
2024-02-05,02:00:00,25.23,55.34,77.41
2024-02-05,02:30:00,23.29,62.36,73.92
2024-02-05,03:00:00,27.81,66.94,82.06
2024-02-05,03:30:00,26.43,76.58,79.57
2024-02-05,04:00:00,25.3,51.74,77.54
2024-02-05,04:30:00,27.44,58.3,81.39
2024-02-05,05:00:00,24.49,43.29,76.08
2024-02-05,05:30:00,26.55,62.2,79.79
2024-02-05,06:00:00,26.73,79.76,80.11
2024-02-05,06:30:00,27.06,57.54,80.71
2024-02-05,07:00:00,22.61,51.72,72.7
2024-02-05,07:30:00,24.95,55.16,76.91
2024-02-05,08:00:00,23.35,72.3,74.03
2024-02-05,08:30:00,27.93,55.16,82.27
2024-02-05,09:00:00,24.43,47.21,75.97
2024-02-05,09:30:00,22.17,55.52,71.91
2024-02-05,10:00:00,25.34,48.56,77.61
2024-02-05,10:30:00,25.53,53.63,77.95
2024-02-05,11:00:00,25.57,75.82,78.03
2024-02-05,11:30:00,27.14,64.78,80.85
2024-02-05,12:00:00,23.71,56.9,74.68
2024-02-05,12:30:00,23.06,51.02,73.51
2024-02-05,13:00:00,27.19,71.43,80.94
2024-02-05,13:30:00,27.98,64.2,82.36
2024-02-05,14:00:00,24.59,56.02,76.26
2024-02-05,14:30:00,23.02,65.05,73.44
2024-02-05,15:00:00,24.27,78.87,75.69
2024-02-05,15:30:00,26.44,64.78,79.59
2024-02-05,16:00:00,27.58,60.7,81.64
2024-02-05,16:30:00,24.07,41.23,75.33
2024-02-05,17:00:00,26.74,47.15,80.13
2024-02-05,17:30:00,23.1,71.85,73.58
2024-02-05,18:00:00,26.89,58.34,80.4
2024-02-05,18:30:00,23.39,71.8,74.1
2024-02-05,19:00:00,24.65,60.22,76.37
2024-02-05,19:30:00,24.63,70.04,76.33
2024-02-05,20:00:00,25.26,54.48,77.47
2024-02-05,20:30:00,26.88,74.01,80.38
2024-02-05,21:00:00,26.57,41.41,79.83
2024-02-05,21:30:00,22.12,67.08,71.82
2024-02-05,22:00:00,27.09,61.86,80.76
2024-02-05,22:30:00,25.31,52.32,77.56
2024-02-05,23:00:00,24.63,63.33,76.33
2024-02-05,23:30:00,25.44,77.35,77.79
2024-02-06,00:00:00,24.61,51.42,76.3
2024-02-06,00:30:00,24.08,65.98,75.34
2024-02-06,01:00:00,26.92,42.92,80.46
2024-02-06,01:30:00,25.71,78.09,78.28
2024-02-06,02:00:00,22.55,45.85,72.59
2024-02-06,02:30:00,23.45,60.66,74.21
2024-02-06,03:00:00,27.59,64.68,81.66
2024-02-06,03:30:00,23.69,75.43,74.64
2024-02-06,04:00:00,27.79,43.43,82.02
2024-02-06,04:30:00,27.67,43.21,81.81
2024-02-06,05:00:00,23.62,63.68,74.52
2024-02-06,05:30:00,24.99,57.35,76.98
2024-02-06,06:00:00,26.89,57.47,80.4
2024-02-06,06:30:00,25.29,40.46,77.52
2024-02-06,07:00:00,22.84,55.3,73.11
2024-02-06,07:30:00,27.45,54.62,81.41
2024-02-06,08:00:00,22.45,66.93,72.41
2024-02-06,08:30:00,27.63,69.12,81.73
2024-02-06,09:00:00,24.2,64.4,75.56
2024-02-06,09:30:00,27.86,40.52,82.15
2024-02-06,10:00:00,27.36,44.47,81.25
2024-02-06,10:30:00,26.81,60.74,80.26
2024-02-06,11:00:00,23.29,44.55,73.92
2024-02-06,11:30:00,23.71,46.64,74.68
2024-02-06,12:00:00,24.88,52.56,76.78
2024-02-06,12:30:00,26.89,75.87,80.4
2024-02-06,13:00:00,24.32,53.5,75.78
2024-02-06,13:30:00,25.95,59.9,78.71
2024-02-06,14:00:00,25.45,40.33,77.81
2024-02-06,14:30:00,24.43,70.33,75.97
2024-02-06,15:00:00,26.95,42.14,80.51
2024-02-06,15:30:00,25.88,72.55,78.58
2024-02-06,16:00:00,23.44,75.07,74.19
2024-02-06,16:30:00,25.26,48.88,77.47
2024-02-06,17:00:00,23.64,68.71,74.55
2024-02-06,17:30:00,26.44,63.4,79.59
2024-02-06,18:00:00,26.17,77.38,79.11
2024-02-06,18:30:00,27.7,73.96,81.86
2024-02-06,19:00:00,22.42,56.4,72.36
2024-02-06,19:30:00,26.23,54.82,79.21
2024-02-06,20:00:00,27.1,56.79,80.78
2024-02-06,20:30:00,26.28,41.38,79.3
2024-02-06,21:00:00,22.47,70.24,72.45
2024-02-06,21:30:00,26.89,54.18,80.4
2024-02-06,22:00:00,27.63,66.54,81.73
2024-02-06,22:30:00,22.13,49.29,71.83
2024-02-06,23:00:00,25.27,41.29,77.49
2024-02-06,23:30:00,26.76,69.84,80.17
2024-02-07,00:00:00,27.71,46.24,81.88
2024-02-07,00:30:00,22.9,69.96,73.22
2024-02-07,01:00:00,23.01,51.93,73.42
2024-02-07,01:30:00,24.66,63.84,76.39
2024-02-07,02:00:00,22.2,67.54,71.96
2024-02-07,02:30:00,24.79,48.58,76.62
2024-02-07,03:00:00,23.85,55.05,74.93
2024-02-07,03:30:00,23.71,51.73,74.68
2024-02-07,04:00:00,24.69,52.24,76.44
2024-02-07,04:30:00,27.32,69.8,81.18
2024-02-07,05:00:00,27.88,44.68,82.18
2024-02-07,05:30:00,27.73,66.03,81.91
2024-02-07,06:00:00,22.99,73.2,73.38
2024-02-07,06:30:00,27.46,58.52,81.43
2024-02-07,07:00:00,27.79,55.23,82.02
2024-02-07,07:30:00,23.22,64.8,73.8
2024-02-07,08:00:00,23.77,47.15,74.79
2024-02-07,08:30:00,25.31,76.09,77.56
2024-02-07,09:00:00,25.86,77.56,78.55
2024-02-07,09:30:00,23.35,76.89,74.03
2024-02-07,10:00:00,27.34,70.23,81.21
2024-02-07,10:30:00,27.59,75.87,81.66
2024-02-07,11:00:00,26.64,65.62,79.95
2024-02-07,11:30:00,26.08,71.29,78.94
2024-02-07,12:00:00,23.54,68.45,74.37
2024-02-07,12:30:00,23.0,52.81,73.4
2024-02-07,13:00:00,27.74,51.57,81.93
2024-02-07,13:30:00,22.76,47.71,72.97
2024-02-07,14:00:00,23.05,48.5,73.49
2024-02-07,14:30:00,26.38,40.58,79.48
2024-02-07,15:00:00,27.36,74.78,81.25
2024-02-07,15:30:00,22.91,58.82,73.24
2024-02-07,16:00:00,25.98,63.02,78.76
2024-02-07,16:30:00,24.35,76.52,75.83
2024-02-07,17:00:00,27.66,70.89,81.79
2024-02-07,17:30:00,24.29,48.0,75.72
2024-02-07,18:00:00,26.31,68.27,79.36
2024-02-07,18:30:00,27.96,50.85,82.33
2024-02-07,19:00:00,26.42,58.38,79.56
2024-02-07,19:30:00,25.88,60.05,78.58
2024-02-07,20:00:00,23.72,67.15,74.7
2024-02-07,20:30:00,22.85,69.27,73.13
2024-02-07,21:00:00,23.89,69.13,75.0
2024-02-07,21:30:00,23.72,45.93,74.7
2024-02-07,22:00:00,24.95,69.85,76.91
2024-02-07,22:30:00,24.77,75.32,76.59
2024-02-07,23:00:00,25.38,66.72,77.68
2024-02-07,23:30:00,24.42,69.3,75.96
2024-02-08,00:00:00,24.15,49.97,75.47
2024-02-08,00:30:00,27.75,75.38,81.95
2024-02-08,01:00:00,26.17,55.48,79.11
2024-02-08,01:30:00,23.03,62.36,73.45
2024-02-08,02:00:00,24.31,73.78,75.76
2024-02-08,02:30:00,22.24,60.91,72.03
2024-02-08,03:00:00,27.97,73.27,82.35
2024-02-08,03:30:00,27.39,72.46,81.3
2024-02-08,04:00:00,23.25,40.42,73.85
2024-02-08,04:30:00,24.77,58.01,76.59
2024-02-08,05:00:00,25.74,61.44,78.33
2024-02-08,05:30:00,26.61,50.5,79.9
2024-02-08,06:00:00,23.85,64.1,74.93
2024-02-08,06:30:00,22.92,77.29,73.26
2024-02-08,07:00:00,26.72,63.77,80.1
2024-02-08,07:30:00,26.51,64.89,79.72
2024-02-08,08:00:00,24.77,61.19,76.59
2024-02-08,08:30:00,25.97,78.03,78.75
2024-02-08,09:00:00,26.76,79.78,80.17
2024-02-08,09:30:00,24.45,74.9,76.01
2024-02-08,10:00:00,26.74,45.24,80.13
2024-02-08,10:30:00,27.09,67.26,80.76
2024-02-08,11:00:00,22.87,53.84,73.17
2024-02-08,11:30:00,24.08,61.5,75.34
2024-02-08,12:00:00,26.8,53.44,80.24
2024-02-08,12:30:00,27.59,48.27,81.66
2024-02-08,13:00:00,27.18,58.29,80.92
2024-02-08,13:30:00,22.91,65.6,73.24
2024-02-08,14:00:00,25.55,61.25,77.99
2024-02-08,14:30:00,25.9,42.97,78.62
2024-02-08,15:00:00,23.62,50.82,74.52
2024-02-08,15:30:00,25.27,77.74,77.49
2024-02-08,16:00:00,22.02,61.19,71.64
2024-02-08,16:30:00,22.58,52.08,72.64
2024-02-08,17:00:00,25.92,64.88,78.66
2024-02-08,17:30:00,26.93,52.76,80.47
2024-02-08,18:00:00,24.4,62.9,75.92
2024-02-08,18:30:00,26.33,63.97,79.39
2024-02-08,19:00:00,26.27,51.15,79.29
2024-02-08,19:30:00,25.11,53.92,77.2
2024-02-08,20:00:00,23.21,56.57,73.78
2024-02-08,20:30:00,27.81,72.26,82.06
2024-02-08,21:00:00,24.67,64.58,76.41
2024-02-08,21:30:00,25.11,64.9,77.2
2024-02-08,22:00:00,22.47,59.43,72.45
2024-02-08,22:30:00,23.43,44.89,74.17
2024-02-08,23:00:00,25.03,75.14,77.05
2024-02-08,23:30:00,27.68,52.84,81.82
2024-02-09,00:00:00,24.3,69.5,75.74
2024-02-09,00:30:00,26.75,58.23,80.15
2024-02-09,01:00:00,25.73,67.7,78.31
2024-02-09,01:30:00,26.52,46.72,79.74
2024-02-09,02:00:00,25.57,59.3,78.03
2024-02-09,02:30:00,22.49,56.31,72.48
2024-02-09,03:00:00,27.11,61.66,80.8
2024-02-09,03:30:00,23.61,56.28,74.5
2024-02-09,04:00:00,24.74,56.39,76.53
2024-02-09,04:30:00,24.19,61.15,75.54
2024-02-09,05:00:00,26.3,59.17,79.34
2024-02-09,05:30:00,26.31,70.13,79.36
2024-02-09,06:00:00,22.48,51.44,72.46
2024-02-09,06:30:00,22.11,58.45,71.8
2024-02-09,07:00:00,22.62,52.5,72.72
2024-02-09,07:30:00,26.88,59.43,80.38
2024-02-09,08:00:00,23.13,53.38,73.63
2024-02-09,08:30:00,27.86,71.79,82.15
2024-02-09,09:00:00,24.37,62.85,75.87
2024-02-09,09:30:00,24.77,61.49,76.59
2024-02-09,10:00:00,25.39,49.08,77.7
2024-02-09,10:30:00,23.91,59.56,75.04
2024-02-09,11:00:00,27.46,63.86,81.43
2024-02-09,11:30:00,24.18,51.31,75.52
2024-02-09,12:00:00,25.37,68.74,77.67
2024-02-09,12:30:00,24.11,45.72,75.4
2024-02-09,13:00:00,23.5,55.3,74.3
2024-02-09,13:30:00,24.11,71.94,75.4
2024-02-09,14:00:00,23.66,53.03,74.59
2024-02-09,14:30:00,23.37,70.44,74.07
2024-02-09,15:00:00,25.88,58.61,78.58
2024-02-09,15:30:00,22.71,73.87,72.88
2024-02-09,16:00:00,26.98,71.79,80.56
2024-02-09,16:30:00,23.74,61.95,74.73
2024-02-09,17:00:00,23.0,62.1,73.4
2024-02-09,17:30:00,25.54,49.23,77.97
2024-02-09,18:00:00,24.28,60.59,75.7
2024-02-09,18:30:00,26.22,41.78,79.2
2024-02-09,19:00:00,25.58,78.62,78.04
2024-02-09,19:30:00,23.06,54.96,73.51
2024-02-09,20:00:00,22.66,55.14,72.79
2024-02-09,20:30:00,22.46,71.66,72.43
2024-02-09,21:00:00,27.54,76.58,81.57
2024-02-09,21:30:00,24.35,52.08,75.83
2024-02-09,22:00:00,25.8,56.86,78.44
2024-02-09,22:30:00,25.53,52.08,77.95
2024-02-09,23:00:00,25.65,48.43,78.17
2024-02-09,23:30:00,26.09,51.39,78.96
2024-02-10,00:00:00,27.72,63.76,81.9
2024-02-10,00:30:00,27.12,71.02,80.82
2024-02-10,01:00:00,26.63,51.05,79.93
2024-02-10,01:30:00,24.42,77.39,75.96
2024-02-10,02:00:00,23.74,66.16,74.73
2024-02-10,02:30:00,26.37,56.2,79.47
2024-02-10,03:00:00,23.3,54.96,73.94
2024-02-10,03:30:00,22.4,60.98,72.32
2024-02-10,04:00:00,22.77,62.52,72.99
2024-02-10,04:30:00,22.15,65.76,71.87
2024-02-10,05:00:00,27.12,74.54,80.82
2024-02-10,05:30:00,26.02,78.69,78.84
2024-02-10,06:00:00,25.2,61.76,77.36
2024-02-10,06:30:00,25.14,60.29,77.25
2024-02-10,07:00:00,22.65,57.74,72.77
2024-02-10,07:30:00,26.3,56.39,79.34
2024-02-10,08:00:00,23.34,64.57,74.01
2024-02-10,08:30:00,26.88,43.98,80.38
2024-02-10,09:00:00,24.69,53.53,76.44
2024-02-10,09:30:00,24.11,40.96,75.4
2024-02-10,10:00:00,27.68,42.89,81.82
2024-02-10,10:30:00,22.57,63.12,72.63
2024-02-10,11:00:00,25.96,59.84,78.73
2024-02-10,11:30:00,22.9,67.04,73.22
2024-02-10,12:00:00,26.96,49.72,80.53
2024-02-10,12:30:00,26.74,52.57,80.13
2024-02-10,13:00:00,26.19,74.29,79.14
2024-02-10,13:30:00,26.84,53.44,80.31
2024-02-10,14:00:00,24.01,69.57,75.22
2024-02-10,14:30:00,25.23,75.95,77.41
2024-02-10,15:00:00,22.84,75.48,73.11
2024-02-10,15:30:00,25.78,60.02,78.4
